,population,racepctblack,racePctWhite,racePctHisp,agePct12t21,agePct16t24,pctUrban,medFamInc,perCapInc,blackPerCap,OtherPerCap,HispPerCap,PctBSorMore,PctEmplManu,PctEmplProfServ,PctOccupManu,PctKids2Par,PctYoungKids2Par,NumIlleg,PctIlleg,PctImmigRecent,PctRecImmig5,PctRecImmig10,PctSpeakEnglOnly,PersPerOccupHous,PersPerRentOccHous,PctPersOwnOccup,PctHousLess3BR,HousVacant,MedYrHousBuilt,PctHousNoPhone,OwnOccLowQuart,OwnOccMedVal,RentMedian,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumStreet,PctSameHouse85,PctSameCity85,PctUsePubTrans,ViolentCrimesPerPop
155,1,2,1,4,2,2,4,1,1,1,1,2,1,4,1,4,2,2,1,4,3,4,4,1,3,3,1,4,1,1,4,2,2,2,3,4,3,1,3,3,3,2
156,1,1,4,1,2,1,4,4,4,2,2,3,4,1,3,1,4,4,1,1,1,1,1,4,2,1,4,1,1,2,1,4,4,3,3,3,1,1,3,3,3,1
157,1,4,1,1,2,2,1,1,1,1,1,1,1,4,2,4,1,1,1,4,2,1,1,4,2,3,2,3,1,2,3,1,1,1,3,2,3,1,3,4,1,3
158,1,1,4,1,2,1,4,2,2,1,2,2,2,1,2,1,2,2,1,1,1,1,1,4,1,1,3,4,3,3,2,1,1,2,3,3,1,1,2,3,1,2
159,1,1,4,1,2,1,1,2,1,2,2,2,1,2,2,2,4,4,1,1,1,1,1,4,3,2,3,2,1,4,1,1,1,2,3,2,2,1,2,3,1,1
160,1,1,4,1,4,4,1,1,1,1,2,2,2,1,4,1,3,3,1,1,4,2,1,4,2,1,2,3,1,3,2,1,1,1,3,1,1,1,1,1,1,1
161,1,1,4,1,1,1,4,3,3,2,2,3,3,2,3,1,3,4,1,1,1,1,1,4,2,1,3,3,1,3,1,2,2,3,2,3,3,1,3,4,1,1
162,1,1,4,1,2,2,4,3,2,2,2,2,2,2,2,1,4,4,1,1,1,1,1,4,3,2,4,2,1,2,1,2,2,3,2,2,2,1,4,4,2,1
163,1,1,4,1,2,2,4,3,2,1,1,2,2,1,2,1,4,3,1,1,1,1,1,4,3,2,4,2,1,1,1,2,2,3,2,2,2,1,4,3,2,1
164,1,1,4,1,1,1,4,3,3,2,2,2,3,2,3,1,4,4,1,1,1,1,1,3,2,1,3,2,1,2,1,3,3,3,3,3,3,1,4,3,2,1
165,1,1,3,2,2,2,4,3,3,2,2,3,2,2,2,1,3,4,1,1,1,2,2,3,3,3,3,2,1,3,1,3,3,3,3,3,1,1,2,4,1,1
166,1,1,4,1,4,4,1,2,1,1,1,2,4,1,4,1,3,3,1,1,4,3,2,4,2,2,1,3,1,3,1,1,1,2,4,2,1,1,1,1,2,1
167,1,1,4,1,2,2,1,2,1,1,1,2,1,2,2,2,3,3,1,1,1,1,1,4,2,2,3,3,1,3,2,1,1,1,3,2,2,1,2,3,1,1
168,1,3,2,1,2,2,1,1,2,1,1,1,2,3,2,3,2,2,1,2,2,1,1,4,2,2,2,3,1,2,2,1,1,1,2,1,2,1,3,3,1,2
169,1,1,4,1,2,2,4,1,1,1,1,2,1,2,2,3,3,3,1,1,1,1,1,4,2,2,2,3,1,2,2,1,1,1,2,1,2,1,3,4,1,2
170,1,1,4,1,3,2,4,1,1,1,1,2,2,1,3,2,2,2,1,1,2,1,1,4,1,1,2,3,1,1,3,1,1,1,4,1,2,1,3,3,1,1
171,1,1,4,1,2,1,1,2,2,2,2,3,2,2,2,2,4,4,1,1,1,1,1,4,2,2,4,2,1,3,1,2,2,2,2,3,2,1,3,3,1,1
172,1,1,4,1,2,2,1,1,1,1,1,2,1,4,2,4,3,3,1,1,1,1,1,4,2,2,3,2,1,1,3,1,1,1,2,1,2,1,3,4,1,1
173,1,1,3,4,3,3,4,1,1,1,1,1,2,1,4,2,2,3,1,2,2,3,2,1,4,4,2,3,1,3,4,1,1,1,2,2,3,1,3,3,1,1
174,1,1,3,1,2,2,4,2,2,1,1,1,1,2,2,2,2,2,1,3,2,2,2,3,2,2,2,3,1,1,2,2,2,2,3,3,3,2,3,3,2,3
175,1,1,4,1,2,1,4,3,2,2,2,3,2,2,2,2,4,4,1,1,1,1,2,3,2,2,3,2,1,2,1,2,2,3,2,3,3,1,4,3,2,1
176,1,1,4,1,2,1,4,3,3,1,2,2,3,1,2,2,4,4,1,1,2,1,1,4,2,2,4,2,1,3,1,1,2,2,1,2,1,1,3,3,1,1
177,2,3,1,2,2,2,4,2,2,2,2,2,2,2,2,3,1,2,2,4,2,4,4,2,3,3,1,4,2,1,3,2,2,2,2,3,4,3,3,3,4,3
178,1,1,4,1,2,1,1,1,2,1,1,2,1,2,2,2,3,3,1,1,1,1,1,4,2,2,3,3,1,2,1,1,1,1,3,2,2,1,2,3,1,1
179,1,1,4,1,1,1,4,2,2,1,2,2,2,1,2,1,3,3,1,1,1,1,1,4,2,2,3,2,1,2,1,1,1,2,2,2,2,1,3,4,1,1
180,1,2,3,1,2,2,1,1,1,1,1,1,1,3,2,3,2,3,1,2,2,1,1,4,2,2,2,3,1,1,2,1,1,1,2,1,2,1,3,4,1,1
181,1,1,4,4,3,2,1,1,1,1,1,1,2,1,3,2,3,2,1,2,1,1,1,2,2,2,3,3,1,3,3,1,1,1,3,2,1,1,2,3,1,1
182,1,2,3,3,2,2,1,1,1,1,1,1,1,3,2,3,3,2,1,2,1,1,1,3,3,3,3,3,1,2,3,1,1,1,3,2,2,1,3,4,1,1
183,1,1,4,1,2,1,4,4,4,2,1,4,4,2,3,1,4,4,1,1,1,1,1,4,3,3,4,1,1,2,1,3,3,4,2,2,3,1,4,3,3,1
184,1,1,4,1,2,2,4,2,2,2,2,2,2,2,2,2,3,3,1,1,1,1,1,4,2,2,3,3,1,2,1,2,2,3,2,3,2,1,3,4,1,1
185,2,3,2,1,3,2,4,2,2,1,2,2,2,2,2,2,2,3,1,2,3,1,1,4,2,2,2,3,2,3,1,1,1,2,2,2,2,1,2,3,1,2
186,1,1,4,1,3,2,4,3,2,2,2,2,3,1,2,1,4,4,1,1,2,2,2,4,3,3,3,2,1,4,1,2,2,3,3,4,3,1,1,2,1,1
187,1,1,4,1,2,2,4,3,2,1,2,3,2,3,2,2,4,4,1,1,1,1,1,4,2,1,3,3,1,4,1,1,1,2,1,2,1,1,2,3,1,1
188,1,1,4,1,2,1,4,3,3,2,2,3,3,2,3,1,4,4,1,1,2,1,1,4,3,2,4,1,1,2,1,2,2,3,2,3,3,1,3,4,2,1
189,1,1,4,1,3,2,4,2,2,2,1,2,1,3,2,3,4,4,1,1,1,1,1,4,3,2,4,1,1,3,1,1,1,2,2,2,2,1,3,3,1,1
190,1,1,3,3,2,2,4,2,2,2,2,2,1,3,1,3,3,3,1,2,2,4,4,1,3,3,2,3,1,1,1,2,2,3,3,3,3,1,3,3,1,1
191,1,1,4,1,2,2,4,2,2,2,2,2,2,3,2,2,3,3,1,1,3,2,2,4,2,2,3,3,1,2,1,2,2,3,2,3,2,1,3,3,1,1
192,1,1,4,1,4,4,1,2,1,1,1,1,4,1,4,1,3,3,1,1,4,3,2,4,2,2,1,3,1,2,2,1,1,2,4,2,1,1,1,1,1,1
193,1,1,4,1,2,1,4,2,2,2,2,2,1,3,1,2,4,4,1,1,1,1,1,4,4,4,4,1,1,4,1,1,1,2,2,3,2,1,2,3,1,1
194,1,1,4,1,3,2,4,2,1,3,2,2,2,2,2,1,4,4,1,1,2,1,1,4,4,4,4,1,1,3,1,1,1,2,1,2,1,1,3,3,1,1
195,1,1,4,1,2,2,4,3,2,1,1,3,2,2,2,1,4,4,1,1,1,1,1,4,3,2,4,2,1,2,1,3,2,3,2,3,2,1,4,4,1,1
196,1,1,4,1,3,3,3,2,2,1,1,2,2,2,3,2,3,3,1,1,3,1,1,4,2,2,3,3,1,3,1,2,2,2,2,2,3,1,2,3,1,1
197,1,4,1,1,2,2,4,1,1,1,1,2,1,1,3,2,1,2,1,3,2,1,1,4,2,2,2,3,2,2,3,1,1,1,3,2,2,1,2,3,2,2
198,1,1,4,1,2,2,4,2,2,1,1,2,1,1,2,2,3,2,1,1,1,1,1,4,2,2,2,3,1,3,1,1,1,2,3,2,1,3,1,2,1,1
199,1,3,3,1,2,2,1,1,1,1,1,2,1,4,1,4,2,2,1,3,2,1,1,4,2,2,2,3,1,2,4,1,1,1,2,1,2,1,3,4,1,2
200,1,2,3,1,2,2,4,2,2,1,2,2,1,1,1,1,3,3,1,2,2,3,3,3,3,3,3,3,1,4,1,1,1,3,3,3,3,1,2,2,1,1
201,1,1,4,1,3,3,4,3,3,1,2,3,2,2,2,1,4,4,1,1,1,1,1,4,2,1,3,2,1,2,1,3,3,3,2,2,3,1,3,3,2,1
202,1,1,4,1,2,2,4,2,1,2,1,2,1,3,1,4,3,3,1,1,1,1,1,4,3,3,3,3,1,2,2,1,1,1,2,1,2,1,3,4,1,1
203,1,1,2,3,3,2,4,2,2,2,1,2,1,3,2,3,3,3,1,2,2,4,4,1,4,4,2,3,1,2,1,2,3,3,3,3,1,1,3,4,1,3
204,1,1,4,1,2,2,1,2,2,2,1,2,1,4,1,4,3,3,1,1,1,1,1,4,2,2,3,2,1,2,1,1,1,2,2,3,2,1,3,4,1,1
205,1,1,4,1,3,3,4,2,2,1,1,2,3,2,3,2,3,3,1,1,4,1,1,4,2,1,2,3,1,3,1,1,1,2,3,2,2,1,2,2,1,1
206,1,1,3,1,2,2,4,3,3,3,2,3,2,3,2,1,3,4,1,1,3,4,3,3,2,2,2,3,1,2,1,4,4,3,3,3,1,1,3,3,1,1
207,1,1,4,1,2,1,1,1,1,2,2,2,1,4,2,4,3,4,1,1,1,1,1,4,2,2,3,2,1,1,2,1,1,1,1,1,1,1,3,4,1,1
208,1,1,4,1,2,1,4,3,3,2,3,3,3,2,3,1,4,4,1,1,1,1,1,4,2,1,3,2,1,1,1,3,3,3,2,2,2,1,4,4,4,1
209,1,1,3,1,4,4,1,2,2,1,1,3,4,2,4,1,3,4,1,1,4,2,2,4,2,2,2,3,1,3,2,1,1,2,4,1,1,1,2,1,1,1
210,1,3,2,1,2,2,4,2,2,2,2,2,2,1,2,2,2,3,1,3,2,2,3,3,2,2,2,3,1,1,1,2,1,2,2,2,1,1,3,3,4,1
211,1,1,4,1,2,1,4,2,2,2,1,4,2,3,2,2,4,4,1,1,1,1,1,4,2,1,4,2,1,2,1,1,1,1,2,1,1,1,4,4,1,1
212,1,1,3,1,1,2,4,2,2,1,1,2,2,1,1,2,2,2,1,3,2,3,3,3,1,2,2,4,1,3,2,1,1,2,3,3,2,1,2,3,1,2
213,1,1,4,1,2,2,4,3,3,2,2,3,3,2,2,1,4,4,1,1,2,2,2,3,2,1,3,2,1,1,1,3,3,3,2,2,4,1,4,3,4,1
214,1,1,4,1,2,2,1,2,2,1,1,2,2,3,2,2,4,4,1,1,1,1,1,4,3,4,3,1,1,4,2,1,1,2,2,3,2,1,2,2,1,1
215,1,1,4,2,2,2,4,2,2,1,1,2,1,2,2,3,3,3,1,1,2,2,2,3,2,3,2,3,1,3,1,2,2,2,3,2,1,1,2,3,1,2
216,1,1,4,2,2,2,1,2,2,1,1,2,2,2,2,2,3,4,1,1,1,1,1,3,3,3,2,2,1,4,2,1,1,2,2,3,3,1,2,1,1,1
217,1,1,4,1,3,2,1,2,1,1,1,1,1,3,2,3,4,4,1,1,1,1,1,4,4,4,3,2,1,2,1,1,1,1,1,2,1,1,3,4,1,1
218,1,3,2,1,2,2,4,1,1,1,1,2,1,4,2,4,2,1,1,3,1,1,1,4,2,2,2,3,1,2,3,1,1,1,2,1,2,1,3,3,1,1
219,1,1,4,1,2,2,4,2,2,2,1,3,2,1,2,2,3,3,1,1,1,1,1,4,2,2,3,3,1,1,1,1,1,2,2,3,3,1,3,3,1,1
220,1,1,4,1,2,2,1,2,1,1,1,2,1,4,3,3,3,3,1,1,1,1,1,4,2,2,3,2,1,1,1,1,1,1,1,2,3,1,3,3,1,1
221,1,2,3,1,2,1,4,2,2,2,2,2,2,2,2,2,2,3,1,3,3,2,2,3,2,2,2,3,1,2,1,2,2,3,3,3,2,1,3,3,3,1
222,1,1,3,2,3,2,4,1,1,1,1,1,1,3,2,4,1,1,1,4,2,1,1,3,2,2,2,3,1,1,2,1,1,1,3,2,2,1,2,3,2,2
223,1,1,4,1,2,2,4,2,2,1,2,2,1,3,2,2,4,4,1,1,1,1,1,4,2,2,4,2,1,2,1,1,1,1,1,1,1,1,4,4,1,1
224,1,1,4,1,2,2,1,2,1,1,1,2,1,3,2,3,3,3,1,1,1,1,1,4,2,1,3,2,1,2,1,1,1,1,2,2,2,1,3,4,1,1
225,1,2,3,1,2,2,4,1,1,1,1,2,1,2,2,3,2,3,1,2,4,1,1,4,2,2,3,2,1,2,3,1,1,1,3,1,2,1,3,4,1,1
226,1,2,3,1,2,2,1,1,1,1,1,2,1,3,3,3,2,2,1,2,4,1,1,4,2,2,2,3,1,3,3,1,1,1,3,1,3,1,3,3,1,3
227,1,1,4,1,2,2,4,2,2,1,1,2,1,4,2,3,3,3,1,2,2,2,2,3,2,2,2,3,1,1,2,2,2,2,2,3,3,1,3,4,1,1
228,1,4,2,1,3,2,1,1,1,1,1,3,1,3,2,4,1,1,1,4,2,1,1,4,2,3,2,3,1,2,4,1,1,1,2,2,3,1,3,3,1,2
229,1,4,2,1,2,2,4,2,2,1,3,3,3,1,4,1,1,2,1,3,2,1,1,4,1,1,2,3,1,1,2,1,1,2,3,3,3,1,2,2,4,2
230,1,1,4,1,2,1,1,1,1,1,2,2,1,3,2,3,3,3,1,1,1,1,1,4,2,1,3,3,1,1,2,1,1,1,3,2,2,1,3,4,1,1
231,1,1,4,1,3,2,3,1,1,1,1,1,1,2,2,3,4,3,1,1,1,1,1,4,2,2,4,2,1,2,1,1,1,1,2,1,2,1,4,4,1,1
232,1,1,4,1,2,2,1,1,1,2,1,1,2,1,2,2,3,3,1,1,2,1,1,4,2,2,2,3,1,2,2,1,1,1,3,2,1,1,2,3,1,1
233,1,3,2,1,3,3,4,2,2,1,1,2,2,2,4,2,1,1,2,4,3,2,1,3,2,2,1,4,2,1,2,2,2,2,3,3,3,1,2,3,3,3
234,1,1,4,1,2,2,4,3,2,3,2,2,1,3,2,2,4,4,1,1,1,1,1,3,3,2,4,2,1,3,1,2,2,3,2,3,3,1,3,4,1,1
235,1,2,2,2,2,2,1,1,1,1,1,1,1,3,2,4,3,3,1,2,2,1,1,3,3,3,3,2,1,3,4,1,1,1,2,2,3,1,3,4,1,1
236,1,2,2,1,3,3,4,1,1,2,1,2,2,1,2,2,3,4,1,1,2,2,2,3,3,4,1,3,1,4,1,2,2,3,4,3,2,1,1,1,1,1
237,1,1,4,1,2,2,3,2,2,2,2,2,2,4,1,2,4,4,1,1,1,1,1,4,3,2,4,1,1,3,1,1,1,2,1,2,1,1,4,4,1,1
238,1,1,4,1,3,2,4,2,2,1,2,1,2,3,2,2,3,3,1,1,2,1,1,4,2,2,3,2,1,2,1,2,2,2,3,2,3,1,3,4,1,2
239,1,1,4,1,2,2,4,2,2,2,2,2,1,3,1,3,2,3,1,1,2,1,1,4,2,2,2,3,1,3,2,1,1,2,2,2,2,1,2,3,1,1
240,1,1,4,1,2,1,4,4,3,4,3,3,4,2,3,1,4,4,1,1,2,1,1,4,3,1,4,2,1,2,1,3,3,3,2,2,3,1,4,3,1,1
241,1,1,4,1,2,2,1,1,1,1,1,1,1,3,2,4,2,2,1,2,3,1,1,4,2,2,2,3,1,1,2,1,1,1,2,2,2,1,3,4,1,1
242,1,1,3,2,2,2,4,2,2,1,1,1,2,1,3,2,3,3,1,2,2,2,2,3,3,3,2,2,1,3,1,1,1,2,4,3,2,1,2,3,1,1
243,1,1,2,4,3,2,4,1,1,1,1,1,1,4,1,4,2,3,1,3,3,4,4,1,4,4,1,4,1,2,3,2,2,3,3,4,1,2,2,3,2,2
244,1,2,4,1,2,2,1,1,1,1,1,1,1,3,2,3,3,3,1,1,1,1,1,4,2,2,3,2,1,2,2,1,1,1,3,1,1,1,3,4,1,1
245,1,1,4,2,2,2,4,2,2,3,1,2,2,2,2,2,3,3,1,1,2,2,2,3,2,2,2,3,1,3,1,2,2,3,3,3,1,1,2,3,1,1
246,1,1,3,2,2,2,4,2,2,2,2,2,1,3,2,3,2,3,1,2,3,3,3,3,2,3,1,4,1,2,1,3,3,3,3,3,1,1,2,3,1,3
247,1,1,4,1,1,1,4,1,1,1,3,2,1,1,3,2,2,3,1,1,1,1,1,4,1,2,3,4,1,3,2,1,1,1,3,3,1,1,2,2,1,1
248,1,4,2,1,2,2,4,1,1,1,2,2,2,3,2,3,1,1,1,4,2,1,1,4,2,2,2,3,1,2,3,1,1,1,2,2,2,1,3,3,1,3
249,1,1,4,1,3,3,4,1,1,1,1,2,2,2,3,2,3,3,1,1,4,1,1,4,2,2,2,3,1,1,1,1,1,1,3,2,3,1,2,3,1,1
250,3,3,2,1,2,2,4,2,2,1,2,3,2,2,2,2,2,3,2,3,2,1,1,4,2,2,2,3,3,3,2,1,1,2,2,2,2,1,2,3,1,3
251,1,2,3,1,2,2,4,1,2,1,1,2,2,2,2,2,2,2,1,2,1,1,1,4,2,2,2,3,2,3,2,1,1,1,2,2,2,1,2,3,1,2
252,1,1,4,1,2,1,4,3,3,4,2,3,4,2,2,1,4,4,1,1,2,1,1,4,3,1,3,2,1,4,1,2,2,2,2,2,1,1,2,1,1,1
253,1,1,3,1,2,2,4,3,2,2,2,2,2,2,2,2,3,3,1,2,3,2,2,3,2,2,2,3,1,1,1,2,2,3,3,3,4,1,3,3,1,1
254,1,1,4,1,2,1,4,3,3,3,1,3,3,2,3,1,4,4,1,1,1,1,1,4,3,2,4,1,1,2,1,1,1,2,2,2,2,1,3,4,1,1
255,1,3,2,1,3,3,4,1,1,1,4,3,1,2,1,2,2,2,1,3,2,1,1,4,2,3,1,3,1,3,3,1,1,1,2,2,2,1,1,1,1,3
256,1,1,4,1,2,2,1,1,1,1,1,2,1,2,3,2,2,2,1,2,2,1,1,4,2,2,2,3,1,2,3,1,1,1,3,2,2,1,2,3,1,1
257,1,1,4,1,2,2,3,2,2,2,2,2,2,3,1,3,4,4,1,1,2,1,1,4,2,2,3,2,1,3,2,1,1,2,2,2,1,1,3,4,1,1
258,1,1,4,1,2,1,1,1,1,1,1,3,1,1,3,2,3,3,1,1,1,1,1,4,1,1,3,3,1,1,2,1,1,1,3,2,2,1,3,4,1,1
259,1,1,4,4,3,2,1,1,1,1,1,1,1,1,1,2,3,4,1,1,2,1,1,1,4,3,3,2,1,2,3,1,1,1,3,1,3,1,4,4,2,1
260,1,1,4,1,2,2,1,1,1,1,1,2,1,3,2,3,3,3,1,1,1,1,1,4,2,2,3,3,1,1,2,1,1,1,2,1,3,1,3,4,1,2
261,1,2,3,1,1,1,4,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,4,1,2,2,3,1,3,2,1,1,1,3,2,1,1,2,3,1,2
262,2,4,1,1,2,2,4,1,2,1,2,2,2,2,3,2,1,1,2,4,2,1,1,4,2,2,2,3,2,2,2,1,1,2,3,2,3,1,3,3,3,3
263,1,1,4,1,2,2,4,3,3,1,1,3,3,2,3,1,4,4,1,1,1,1,1,4,3,2,4,1,1,3,1,3,3,3,3,3,2,1,3,3,1,1
264,1,1,4,1,2,1,4,2,2,1,1,2,1,3,2,2,4,4,1,1,1,1,1,4,3,2,4,2,1,3,1,2,2,2,3,3,3,1,4,4,1,1
265,1,1,4,1,2,1,1,2,2,2,2,2,3,2,3,1,3,3,1,1,3,1,1,4,2,1,3,2,1,2,1,1,1,1,2,1,1,1,3,3,1,1
266,2,4,2,1,2,2,4,2,2,1,1,2,2,1,2,2,2,2,2,3,2,1,1,4,2,2,3,2,2,3,2,1,1,1,2,2,2,1,2,3,1,2
267,1,1,4,1,2,1,4,2,2,1,2,2,1,3,1,2,3,3,1,1,2,1,1,4,2,2,3,3,1,1,1,1,1,2,3,1,2,1,3,3,1,1
268,1,1,4,1,4,4,1,1,1,1,1,1,2,1,3,2,3,3,1,1,4,1,1,4,2,1,2,3,1,3,1,1,1,1,4,1,2,1,2,1,1,1
269,1,1,4,1,2,2,1,2,2,1,1,4,2,2,3,2,3,3,1,1,2,1,1,4,2,1,2,3,1,1,2,2,1,2,3,3,2,1,3,3,1,3
270,1,1,4,1,2,2,4,2,2,2,4,2,2,2,2,2,4,4,1,1,1,1,1,3,3,2,3,2,1,3,1,2,2,3,2,3,2,1,4,3,2,1
271,1,1,4,1,2,1,4,1,2,1,1,3,2,3,2,2,3,3,1,1,1,1,1,4,2,2,3,2,1,2,2,1,1,1,2,1,2,1,3,3,1,1
272,1,1,4,1,1,1,4,2,2,1,1,2,1,1,2,2,2,3,1,2,3,2,2,3,1,1,2,4,1,3,2,1,1,2,3,2,2,1,2,3,1,2
273,1,2,3,1,2,2,1,1,1,1,1,2,1,4,2,3,2,2,1,3,1,1,1,4,2,2,3,3,1,2,2,1,1,1,2,1,3,1,3,4,1,1
274,1,1,4,1,2,2,3,2,2,2,2,1,1,2,2,2,4,4,1,1,2,1,1,4,3,2,4,2,1,2,1,2,2,2,2,3,3,1,3,4,1,1
275,1,2,2,2,2,2,4,2,2,2,2,2,1,2,2,2,3,3,1,2,2,3,3,3,3,3,3,2,1,3,1,2,2,3,3,3,2,1,2,3,1,2
276,1,4,2,1,2,2,4,1,1,1,2,2,1,3,2,3,2,2,1,3,1,1,1,4,2,2,2,3,1,3,3,1,1,1,2,1,2,1,3,3,1,2
277,1,1,4,1,2,1,4,3,2,2,2,2,2,3,2,2,3,4,1,1,1,1,1,4,2,2,4,2,1,2,1,2,2,3,3,3,3,1,4,4,1,1
278,1,1,4,1,2,2,1,2,2,2,1,2,1,4,2,3,3,2,1,1,1,1,1,4,3,2,3,2,1,2,1,2,2,2,2,3,2,1,3,3,1,1
279,1,1,4,1,2,2,4,2,2,1,1,1,2,1,3,1,4,4,1,1,1,1,1,4,2,1,3,2,1,3,1,1,1,1,2,2,2,1,3,3,1,1
280,1,1,4,1,4,4,1,1,1,1,1,1,2,2,3,2,3,4,1,1,1,1,1,4,1,1,2,3,1,3,3,1,1,1,3,2,3,1,2,2,1,1
281,1,1,4,1,1,1,3,2,2,2,1,2,2,1,2,1,3,2,1,1,1,1,1,4,1,2,3,2,2,3,1,2,2,3,3,3,2,1,3,3,1,1
282,1,1,4,1,2,2,4,2,2,1,1,2,2,2,3,2,3,3,1,1,1,1,1,4,2,1,3,2,1,1,1,1,1,1,1,2,3,1,4,4,1,1
283,1,1,4,1,2,1,4,1,2,2,2,2,2,2,2,2,2,3,1,1,2,1,1,4,1,1,2,3,1,2,2,1,1,2,2,3,2,1,2,2,1,1
284,1,1,4,2,2,2,4,2,2,1,2,2,1,3,1,3,3,3,1,2,2,2,2,3,3,3,3,2,1,2,1,2,2,2,2,3,3,1,4,3,1,1
285,1,3,2,1,2,1,4,2,1,1,2,2,1,2,3,2,2,3,1,1,2,1,1,4,2,3,3,2,1,2,3,1,1,1,2,2,2,1,3,4,1,1
286,1,2,3,1,2,2,4,2,2,1,1,1,2,1,2,2,2,2,1,3,2,2,2,3,2,2,2,3,1,2,2,2,2,3,3,4,4,1,3,4,2,2
287,1,1,4,1,2,1,1,4,3,3,4,4,3,2,2,1,4,4,1,1,1,1,1,4,3,2,4,1,1,4,1,2,3,4,2,3,2,1,3,3,1,1
288,1,2,3,1,2,2,1,1,1,1,1,2,2,4,2,3,3,3,1,1,2,1,1,4,2,2,2,3,1,3,3,1,1,1,2,2,3,1,3,3,1,2
289,1,1,4,1,2,2,2,2,2,1,1,1,2,2,2,2,4,4,1,1,1,1,1,4,3,2,4,2,1,2,1,2,2,2,2,2,3,1,4,4,1,1
290,1,1,4,1,2,1,1,2,2,1,2,2,1,1,2,2,3,3,1,1,1,1,1,4,2,3,4,3,1,3,1,1,1,2,4,3,4,1,3,3,1,1
291,1,2,3,1,4,4,4,2,1,1,1,2,3,1,4,1,2,3,1,3,4,1,1,4,1,1,1,3,1,3,2,1,2,2,3,2,2,1,1,1,1,1
292,1,1,4,1,4,3,4,3,2,1,2,1,3,1,3,1,4,4,1,1,2,1,1,4,2,1,4,2,1,3,1,1,1,2,1,2,1,1,2,2,1,1
293,1,1,4,1,2,2,4,2,2,1,1,1,1,3,2,3,2,2,1,2,2,1,1,3,2,2,3,3,1,1,1,1,1,2,3,2,2,1,3,3,1,1
294,1,1,4,1,2,1,4,2,2,2,1,2,2,2,3,2,3,4,1,1,2,1,1,4,2,1,3,2,1,2,1,1,1,1,2,1,2,1,4,4,1,1
295,1,1,4,1,2,2,4,3,2,2,3,3,2,2,1,2,4,4,1,1,1,1,1,3,3,2,3,2,1,3,1,2,2,3,2,3,3,1,3,3,2,1
296,3,2,2,2,2,2,4,2,2,2,1,2,2,2,2,2,2,2,2,3,2,4,4,2,2,3,1,4,3,2,2,3,3,3,3,3,1,1,2,3,2,3
297,1,1,4,1,2,2,4,4,4,2,2,3,3,2,2,1,4,4,1,1,2,1,1,3,4,3,4,1,1,3,1,3,4,4,2,2,2,1,4,3,1,1
298,1,1,3,4,3,2,1,2,1,1,2,2,1,2,1,3,3,4,1,1,2,3,3,1,4,4,2,3,1,3,1,3,2,3,4,3,1,1,3,4,1,1
299,1,1,4,1,2,2,4,1,1,1,1,2,1,2,2,3,2,2,1,2,2,1,1,4,1,2,2,3,1,2,2,1,1,2,3,1,1,1,2,3,1,2
300,1,1,4,1,3,3,1,2,1,1,2,2,2,3,3,3,3,3,1,1,3,1,1,4,2,2,2,3,1,3,2,1,1,2,2,2,2,1,2,3,1,1
301,1,1,4,1,2,2,1,1,1,1,1,1,1,4,1,4,3,3,1,1,1,1,1,4,2,2,3,2,1,3,3,1,1,1,2,2,2,1,3,4,1,1
302,1,2,3,1,2,2,4,2,2,1,3,3,2,2,4,2,3,2,1,2,2,1,1,4,2,2,3,2,1,3,1,1,1,1,2,1,2,1,3,3,1,2
303,1,1,3,1,2,2,1,1,2,1,1,2,2,4,1,4,2,3,1,1,3,2,1,4,2,2,2,3,1,3,4,1,1,1,2,1,2,1,2,3,1,1
304,1,1,4,1,2,2,4,2,1,2,1,1,2,1,3,2,3,3,1,1,2,1,1,4,2,2,3,3,1,3,1,1,1,1,2,2,1,1,3,3,1,1
305,1,1,4,1,2,1,4,4,4,4,4,4,4,1,3,1,3,4,1,1,2,4,4,2,1,1,2,3,1,1,1,4,4,4,3,3,2,1,3,3,1,2
306,1,1,3,2,3,2,4,2,2,1,1,1,1,2,2,2,3,3,1,1,2,1,1,3,3,3,2,3,1,3,3,1,1,1,2,1,2,1,2,3,1,1
307,1,1,4,1,2,2,1,1,1,1,1,2,1,3,2,4,2,2,1,2,2,1,1,4,2,2,2,3,1,1,3,1,1,1,3,1,2,1,3,4,1,1
308,1,1,4,1,2,1,4,3,3,3,2,3,3,2,2,1,4,4,1,1,1,1,1,4,2,2,4,3,1,4,1,2,2,3,2,3,2,1,2,2,1,1
309,1,1,4,1,1,1,4,3,3,3,3,3,4,1,4,1,4,4,1,1,2,2,2,3,2,2,3,2,1,1,1,4,4,4,2,2,2,1,4,3,3,1
310,1,1,4,1,2,2,4,2,2,1,1,2,1,2,2,2,3,4,1,1,1,1,1,4,3,3,4,2,1,3,1,1,1,2,2,1,1,1,3,3,1,1
311,1,1,4,1,2,2,4,2,2,2,2,2,2,2,2,2,4,4,1,1,1,1,1,4,3,2,4,2,1,3,1,1,1,2,2,3,3,1,3,3,2,1
312,1,1,4,1,2,1,4,2,2,1,2,2,1,2,2,2,3,3,1,1,2,1,1,3,2,2,2,3,1,1,1,2,2,2,2,2,3,1,4,4,4,1
